172,4870,2333,528,1255,3353
172,4870,2544,676,1044,3205
172,4870,2122,739,1403,3205
172,4870,2481,739,1107,3142
172,4870,2185,739,1403,3142
172,4870,2417,725,1255,3072
172,4870,2333,809,1255,3072
172,4870,2333,809,1255,3072
172,4870,2333,887,1192,3057
172,4870,2692,887,896,2994
172,4870,2396,887,1192,2994
172,4870,2270,950,1255,2994
172,4870,1974,950,1551,2994
172,4870,2333,950,1255,2931
172,4870,2628,873,1044,2924
172,4870,2206,936,1403,2924
172,4870,2544,957,1044,2924
172,4870,2544,957,1044,2924
172,4870,2122,1020,1403,2924
172,4870,2122,1020,1403,2924
172,4870,2333,985,1255,2896
172,4870,2333,985,1255,2896
172,4870,2565,936,1107,2861
172,4870,2269,936,1403,2861
172,4870,2481,1020,1107,2861
172,4870,2481,1020,1107,2861
172,4870,2185,1020,1403,2861
172,4870,2185,1020,1403,2861
172,4870,2481,1098,1044,2846
172,4870,2185,1098,1340,2846
172,4870,2417,1006,1255,2791
172,4870,2417,1006,1255,2791
172,4870,2333,1090,1255,2791
172,4870,2544,1098,1044,2783
172,4870,2122,1161,1403,2783
172,4870,2417,1084,1192,2776
172,4870,2333,1168,1192,2776
172,4870,2333,1168,1192,2776
172,4870,2544,1133,1044,2748
172,4870,2544,1133,1044,2748
172,4870,2122,1196,1403,2748
172,4870,2122,1196,1403,2748
172,4870,2776,1084,896,2713
172,4870,2480,1084,1192,2713
172,4870,2354,1147,1255,2713
172,4870,2058,1147,1551,2713
172,4870,2692,1168,896,2713
172,4870,2692,1168,896,2713
172,4870,2396,1168,1192,2713
172,4870,2396,1168,1192,2713
172,4870,2270,1231,1255,2713
172,4870,2270,1231,1255,2713
172,4870,1974,1231,1551,2713
172,4870,1974,1231,1551,2713
172,4870,2481,1196,1107,2685
172,4870,2481,1196,1107,2685
172,4870,2185,1196,1403,2685
172,4870,2185,1196,1403,2685
172,4870,2417,1147,1255,2650
172,4870,2333,1231,1255,2650
172,4870,2333,1231,1255,2650
172,4870,2628,1154,1044,2643
172,4870,2628,1154,1044,2643
172,4870,2206,1217,1403,2643
172,4870,2206,1217,1403,2643
172,4870,2544,1238,1044,2643
172,4870,2122,1301,1403,2643
172,4870,2333,1309,1192,2635
172,4870,2417,1182,1255,2615
172,4870,2417,1182,1255,2615
172,4870,2333,1266,1255,2615
172,4870,2333,1266,1255,2615
172,4870,2333,1266,1255,2615
172,4870,2333,1266,1255,2615
172,4870,2333,1344,1192,2600
172,4870,2333,1344,1192,2600
172,4870,2565,1217,1107,2580
172,4870,2565,1217,1107,2580
172,4870,2269,1217,1403,2580
172,4870,2269,1217,1403,2580
172,4870,2481,1301,1107,2580
172,4870,2185,1301,1403,2580
172,4870,2565,1295,1044,2565
172,4870,2269,1295,1340,2565
172,4870,2481,1379,1044,2565
172,4870,2481,1379,1044,2565
172,4870,2185,1379,1340,2565
172,4870,2185,1379,1340,2565
172,4870,2692,1344,896,2537
172,4870,2692,1344,896,2537
172,4870,2396,1344,1192,2537
172,4870,2396,1344,1192,2537
172,4870,2270,1407,1255,2537
172,4870,2270,1407,1255,2537
172,4870,1974,1407,1551,2537
172,4870,1974,1407,1551,2537
172,4870,2417,1287,1255,2510
172,4870,2628,1295,1044,2502
172,4870,2206,1358,1403,2502
172,4870,2544,1379,1044,2502
172,4870,2544,1379,1044,2502
172,4870,2122,1442,1403,2502
172,4870,2122,1442,1403,2502
172,4870,2417,1365,1192,2495
